display_order,top_level_label,subcategory_id,subcategory_label,function_id,function_label,definition,pilot_core_recommended,cefr_function_level_min_provisional,cefr_function_level_core_provisional,positive_examples,near_miss_examples,common_confusions,decision_rule,do_not_use_when,example_notes,calibration_priority,manual_review_amendment_status,manual_review_evidence_count,manual_review_error_patterns
119,Social and interpersonal interaction,6.2,Relationship management,SOC_17,managing_register,Adjusts formality or register.,no,B2,C1,Thank you for your help with the meeting. || I am sorry about the delay.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Adjusts formality or register.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
120,Social and interpersonal interaction,6.2,Relationship management,SOC_18,expressing_emotion,"Expresses feelings such as joy, anger, worry or surprise.",no,A2,B1,"I emotion that this is the best option for now. || Personally, I feel emotion about the proposal.",The sentence reports someone else's feeling without expressing it directly. || The sentence describes an emotional event but gives no stance.,evaluating_quality; expressing_personal_response; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Expresses feelings such as joy, anger, worry or surprise.",Do not use merely because the topic is emotional or value-laden; the sentence must actually express stance or evaluation.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
121,Interaction management and collaboration,7.1,Managing conversation,INT_01,opening_interaction,Opens a conversation or exchange.,no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Opens a conversation or exchange.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
122,Interaction management and collaboration,7.1,Managing conversation,INT_02,closing_interaction,Closes a conversation or exchange.,no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Closes a conversation or exchange.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
123,Interaction management and collaboration,7.1,Managing conversation,INT_03,turntaking,"Takes, gives or manages a turn.",no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Takes, gives or manages a turn.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
124,Interaction management and collaboration,7.1,Managing conversation,INT_04,holding_the_floor,Keeps the turn while speaking or writing.,no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Keeps the turn while speaking or writing.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
125,Interaction management and collaboration,7.1,Managing conversation,INT_05,inviting_response,Invites another person to respond.,no,A1,A2,Could you tell me more about the meeting schedule? || Can you confirm whether the office is open tomorrow?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Invites another person to respond.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
126,Interaction management and collaboration,7.1,Managing conversation,INT_06,interrupting,Interrupts or signals interruption.,no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Interrupts or signals interruption.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
127,Interaction management and collaboration,7.1,Managing conversation,INT_07,repairing_communication,"Corrects, reformulates or repairs misunderstanding.",no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Corrects, reformulates or repairs misunderstanding.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
128,Interaction management and collaboration,7.1,Managing conversation,INT_08,checking_shared_understanding,Checks whether participants understand the same thing.,no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Checks whether participants understand the same thing.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
129,Interaction management and collaboration,7.1,Managing conversation,INT_09,co_constructing_meaning,Builds meaning collaboratively.,no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Builds meaning collaboratively.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
130,Interaction management and collaboration,7.1,Managing conversation,INT_10,managing_topic_shift,"Introduces, changes or returns to a topic.",no,A1,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Introduces, changes or returns to a topic.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
131,Interaction management and collaboration,7.2,Collaborative work,COL_01,proposing_collaborative_action,Proposes a joint action.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Proposes a joint action.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
132,Interaction management and collaboration,7.2,Collaborative work,COL_02,organising_collaborative_work,"Organises tasks, roles or responsibilities.",no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,"Use when the sentence as a whole communicatively performs this function: Organises tasks, roles or responsibilities.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
133,Interaction management and collaboration,7.2,Collaborative work,COL_03,coordinating_actions,Coordinates what people do.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Coordinates what people do.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
134,Interaction management and collaboration,7.2,Collaborative work,COL_04,solving_problems_collaboratively,Contributes to joint problem-solving.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Contributes to joint problem-solving.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
135,Interaction management and collaboration,7.2,Collaborative work,COL_05,building_on_others_ideas,Develops another person’s idea.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Develops another person’s idea.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
136,Interaction management and collaboration,7.2,Collaborative work,COL_06,inviting_ideas,Asks others to contribute ideas.,no,A1,A2,Could you tell me more about the meeting schedule? || Can you confirm whether the office is open tomorrow?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Asks others to contribute ideas.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
137,Interaction management and collaboration,7.2,Collaborative work,COL_07,encouraging_participation,Encourages others to join in.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Encourages others to join in.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
138,Interaction management and collaboration,7.2,Collaborative work,COL_08,summarising_group_progress,Summarises where a group has got to.,no,A2,B1,"In short, the article says that prices rose while demand fell. || The speaker briefly sums up the main points of the discussion.","The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Summarises where a group has got to.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
139,Interaction management and collaboration,7.2,Collaborative work,COL_09,managing_disagreement,Handles disagreement in interaction.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Handles disagreement in interaction.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
140,Interaction management and collaboration,7.2,Collaborative work,COL_10,reaching_consensus,Moves towards agreement or decision.,no,A2,B1,Let's come back to the first question before we decide. || What do you think we should do next?,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",stating_facts; relaying_specific_information; reporting_past_events,Use when the sentence as a whole communicatively performs this function: Moves towards agreement or decision.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
141,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_01,relaying_text_information,Conveys information from a text.,no,A2,B1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Conveys information from a text.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
142,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_02,summarising_text,"Summarises a spoken, written or signed text.",no,A2,B1,"In short, the article says that prices rose while demand fell. || The speaker briefly sums up the main points of the discussion.","The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,"Use when the sentence as a whole communicatively performs this function: Summarises a spoken, written or signed text.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
143,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_03,processing_text,"Condenses, reorganises or extracts text content.",no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,"Use when the sentence as a whole communicatively performs this function: Condenses, reorganises or extracts text content.",Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
144,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_04,note_taking,Records key points from speech or text.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Records key points from speech or text.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
145,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_05,explaining_data,"Explains charts, tables, figures or visual data.",yes,A2,B1,The guide explains the data behind the change. || This happens because several conditions affect the process.,"In 2019, the team opened a new office. || The article mentions a number in a story but does not report a statistic.",reporting_past_events; describing_processes; expressing_cause_effect,"Use when the sentence as a whole communicatively performs this function: Explains charts, tables, figures or visual data.","Do not use just because the sentence contains because, so, as, to or a result phrase if the main function is reporting or narrating events.",Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
146,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_06,interpreting_visual_information,Describes or interprets visual material.,no,A2,B1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Describes or interprets visual material.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
147,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_07,translating_or_rendering_meaning,Renders meaning across languages or modes.,no,A2,B1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Renders meaning across languages or modes.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
148,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_08,adapting_text_for_audience,Adjusts information for a different audience.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Adjusts information for a different audience.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
149,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_09,simplifying_text,Makes information easier to understand.,yes,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Makes information easier to understand.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
150,"Mediation, reformulation and knowledge transfer",8.1,Mediating texts,MED_10,expanding_dense_information,Adds explanation to dense or compressed information.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Adds explanation to dense or compressed information.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
151,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_11,linking_to_prior_knowledge,Connects new information to known information.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Connects new information to known information.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
152,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_12,breaking_down_complex_information,Divides complex information into simpler parts.,no,B1,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Divides complex information into simpler parts.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
153,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_13,defining_concept,Explains what a concept means.,no,A2,B1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Explains what a concept means.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
154,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_14,clarifying_concept,Makes an abstract or difficult idea clearer.,no,A2,B2,"In other words, the rule applies only to new applications. || The teacher explains the point again in simpler language.","The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Makes an abstract or difficult idea clearer.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
155,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_15,illustrating_concept,Explains a concept through an example.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Explains a concept through an example.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
156,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_16,comparing_concepts,Explains similarity or difference between concepts.,no,A2,B2,The text compares the two courses and shows how they differ. || It contrasts the old system with the new one.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Explains similarity or difference between concepts.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
157,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_17,reformulating_for_clarity,Says the same thing more clearly.,yes,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Says the same thing more clearly.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
158,"Mediation, reformulation and knowledge transfer",8.2,Explaining concepts,MED_18,scaffolding_understanding,Supports another person’s understanding step by step.,no,B1,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Supports another person’s understanding step by step.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
159,"Mediation, reformulation and knowledge transfer",8.3,Mediating communication,MED_19,facilitating_communication,Helps communication between people.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Helps communication between people.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
160,"Mediation, reformulation and knowledge transfer",8.3,Mediating communication,MED_20,acting_as_intermediary,Passes meaning between people or groups.,no,A2,B2,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Passes meaning between people or groups.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
161,"Mediation, reformulation and knowledge transfer",8.3,Mediating communication,MED_21,facilitating_pluricultural_space,Helps people from different cultures communicate.,no,B2,C1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Helps people from different cultures communicate.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
162,"Mediation, reformulation and knowledge transfer",8.3,Mediating communication,MED_22,resolving_misunderstanding,Addresses misunderstanding.,no,B2,C1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Addresses misunderstanding.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
163,"Mediation, reformulation and knowledge transfer",8.3,Mediating communication,MED_23,managing_delicate_situations,Handles sensitive situations.,no,B2,C1,The speaker explains the main point in simpler words for the group. || The note passes on the key information from the report.,"The sentence only contains a surface cue associated with this label. || A more specific reporting, narration, explanation or evaluation label may fit better.",summarising_information; paraphrasing_information; explaining_processes,Use when the sentence as a whole communicatively performs this function: Handles sensitive situations.,Do not use for a sentence that merely mentions this topic or contains a surface cue; tag the whole-sentence communicative purpose.,Positive examples explicitly perform the named communicative function. Near misses share a surface cue or topic area but should be tagged by the whole-sentence purpose.,standard,not_amended_in_v1,0,
